pais;nombre;apellido;numero_camiseta;cantidad_goles;minutos_jugados;cantidad_asistencias;cantidad_amarillas;cantidad_rojas;faltas_acumuladas
Iran;Nombre14;Apellido14;14;0;0;0;0;0;0
Iran;Nombre15;Apellido15;15;0;0;0;0;0;0
Iran;Nombre16;Apellido16;16;0;0;0;0;0;0
Iran;Nombre17;Apellido17;17;0;0;0;0;0;0
Iran;Nombre18;Apellido18;18;0;0;0;0;0;0
Iran;Nombre19;Apellido19;19;0;0;0;0;0;0
Iran;Nombre20;Apellido20;20;0;0;0;0;0;0
Iran;Nombre21;Apellido21;21;0;0;0;0;0;0
Iran;Nombre22;Apellido22;22;0;0;0;0;0;0
Iran;Nombre23;Apellido23;23;0;0;0;0;0;0
Iran;Nombre24;Apellido24;24;0;0;0;0;0;0
Iran;Nombre25;Apellido25;25;0;0;0;0;0;0
Iran;Nombre26;Apellido26;26;0;0;0;0;0;0
Senegal;Nombre1;Apellido1;1;0;0;0;0;0;0
Senegal;Nombre2;Apellido2;2;0;0;0;0;0;0
Senegal;Nombre3;Apellido3;3;0;0;0;0;0;0
Senegal;Nombre4;Apellido4;4;0;0;0;0;0;0
Senegal;Nombre5;Apellido5;5;0;0;0;0;0;0
Senegal;Nombre6;Apellido6;6;0;0;0;0;0;0
Senegal;Nombre7;Apellido7;7;0;0;0;0;0;0
Senegal;Nombre8;Apellido8;8;0;0;0;0;0;0
Senegal;Nombre9;Apellido9;9;0;0;0;0;0;0
Senegal;Nombre10;Apellido10;10;0;0;0;0;0;0
Senegal;Nombre11;Apellido11;11;0;0;0;0;0;0
Senegal;Nombre12;Apellido12;12;0;0;0;0;0;0
Senegal;Nombre13;Apellido13;13;0;0;0;0;0;0
Senegal;Nombre14;Apellido14;14;0;0;0;0;0;0
Senegal;Nombre15;Apellido15;15;0;0;0;0;0;0
Senegal;Nombre16;Apellido16;16;0;0;0;0;0;0
Senegal;Nombre17;Apellido17;17;0;0;0;0;0;0
Senegal;Nombre18;Apellido18;18;0;0;0;0;0;0
Senegal;Nombre19;Apellido19;19;0;0;0;0;0;0
Senegal;Nombre20;Apellido20;20;0;0;0;0;0;0
Senegal;Nombre21;Apellido21;21;0;0;0;0;0;0
Senegal;Nombre22;Apellido22;22;0;0;0;0;0;0
Senegal;Nombre23;Apellido23;23;0;0;0;0;0;0
Senegal;Nombre24;Apellido24;24;0;0;0;0;0;0
Senegal;Nombre25;Apellido25;25;0;0;0;0;0;0
Senegal;Nombre26;Apellido26;26;0;0;0;0;0;0
Denmark;Nombre1;Apellido1;1;0;0;0;0;0;0
Denmark;Nombre2;Apellido2;2;0;0;0;0;0;0
Denmark;Nombre3;Apellido3;3;0;0;0;0;0;0
Denmark;Nombre4;Apellido4;4;0;0;0;0;0;0
Denmark;Nombre5;Apellido5;5;0;0;0;0;0;0
Denmark;Nombre6;Apellido6;6;0;0;0;0;0;0
Denmark;Nombre7;Apellido7;7;0;0;0;0;0;0
Denmark;Nombre8;Apellido8;8;0;0;0;0;0;0
Denmark;Nombre9;Apellido9;9;0;0;0;0;0;0
Denmark;Nombre10;Apellido10;10;0;0;0;0;0;0
Denmark;Nombre11;Apellido11;11;0;0;0;0;0;0
Denmark;Nombre12;Apellido12;12;0;0;0;0;0;0
Denmark;Nombre13;Apellido13;13;0;0;0;0;0;0
Denmark;Nombre14;Apellido14;14;0;0;0;0;0;0
Denmark;Nombre15;Apellido15;15;0;0;0;0;0;0
Denmark;Nombre16;Apellido16;16;0;0;0;0;0;0
Denmark;Nombre17;Apellido17;17;0;0;0;0;0;0
Denmark;Nombre18;Apellido18;18;0;0;0;0;0;0
Denmark;Nombre19;Apellido19;19;0;0;0;0;0;0
Denmark;Nombre20;Apellido20;20;0;0;0;0;0;0
Denmark;Nombre21;Apellido21;21;0;0;0;0;0;0
Denmark;Nombre22;Apellido22;22;0;0;0;0;0;0
Denmark;Nombre23;Apellido23;23;0;0;0;0;0;0
Denmark;Nombre24;Apellido24;24;0;0;0;0;0;0
Denmark;Nombre25;Apellido25;25;0;0;0;0;0;0
Denmark;Nombre26;Apellido26;26;0;0;0;0;0;0
Austria;Nombre1;Apellido1;1;0;0;0;0;0;0
Austria;Nombre2;Apellido2;2;0;0;0;0;0;0
Austria;Nombre3;Apellido3;3;0;0;0;0;0;0
Austria;Nombre4;Apellido4;4;0;0;0;0;0;0
Austria;Nombre5;Apellido5;5;0;0;0;0;0;0
Austria;Nombre6;Apellido6;6;0;0;0;0;0;0
Austria;Nombre7;Apellido7;7;0;0;0;0;0;0
Austria;Nombre8;Apellido8;8;0;0;0;0;0;0
Austria;Nombre9;Apellido9;9;0;0;0;0;0;0
Austria;Nombre10;Apellido10;10;0;0;0;0;0;0
Austria;Nombre11;Apellido11;11;0;0;0;0;0;0
Austria;Nombre12;Apellido12;12;0;0;0;0;0;0
Austria;Nombre13;Apellido13;13;0;0;0;0;0;0
Austria;Nombre14;Apellido14;14;0;0;0;0;0;0
Austria;Nombre15;Apellido15;15;0;0;0;0;0;0
Austria;Nombre16;Apellido16;16;0;0;0;0;0;0
Austria;Nombre17;Apellido17;17;0;0;0;0;0;0
Austria;Nombre18;Apellido18;18;0;0;0;0;0;0
Austria;Nombre19;Apellido19;19;0;0;0;0;0;0
Austria;Nombre20;Apellido20;20;0;0;0;0;0;0
Austria;Nombre21;Apellido21;21;0;0;0;0;0;0
Austria;Nombre22;Apellido22;22;0;0;0;0;0;0
Austria;Nombre23;Apellido23;23;0;0;0;0;0;0
Austria;Nombre24;Apellido24;24;0;0;0;0;0;0
Austria;Nombre25;Apellido25;25;0;0;0;0;0;0
Austria;Nombre26;Apellido26;26;0;0;0;0;0;0
Korea Republic;Nombre1;Apellido1;1;0;0;0;0;0;0
Korea Republic;Nombre2;Apellido2;2;0;0;0;0;0;0
Korea Republic;Nombre3;Apellido3;3;0;0;0;0;0;0
Korea Republic;Nombre4;Apellido4;4;0;0;0;0;0;0
Korea Republic;Nombre5;Apellido5;5;0;0;0;0;0;0
Korea Republic;Nombre6;Apellido6;6;0;0;0;0;0;0
Korea Republic;Nombre7;Apellido7;7;0;0;0;0;0;0
Korea Republic;Nombre8;Apellido8;8;0;0;0;0;0;0
Korea Republic;Nombre9;Apellido9;9;0;0;0;0;0;0
Korea Republic;Nombre10;Apellido10;10;0;0;0;0;0;0
Korea Republic;Nombre11;Apellido11;11;0;0;0;0;0;0
Korea Republic;Nombre12;Apellido12;12;0;0;0;0;0;0
Korea Republic;Nombre13;Apellido13;13;0;0;0;0;0;0
Korea Republic;Nombre14;Apellido14;14;0;0;0;0;0;0
Korea Republic;Nombre15;Apellido15;15;0;0;0;0;0;0
Korea Republic;Nombre16;Apellido16;16;0;0;0;0;0;0
Korea Republic;Nombre17;Apellido17;17;0;0;0;0;0;0
Korea Republic;Nombre18;Apellido18;18;0;0;0;0;0;0
Korea Republic;Nombre19;Apellido19;19;0;0;0;0;0;0
Korea Republic;Nombre20;Apellido20;20;0;0;0;0;0;0
Korea Republic;Nombre21;Apellido21;21;0;0;0;0;0;0
Korea Republic;Nombre22;Apellido22;22;0;0;0;0;0;0
Korea Republic;Nombre23;Apellido23;23;0;0;0;0;0;0
Korea Republic;Nombre24;Apellido24;24;0;0;0;0;0;0
Korea Republic;Nombre25;Apellido25;25;0;0;0;0;0;0
Korea Republic;Nombre26;Apellido26;26;0;0;0;0;0;0
Australia;Nombre1;Apellido1;1;0;0;0;0;0;0
Australia;Nombre2;Apellido2;2;0;0;0;0;0;0
Australia;Nombre3;Apellido3;3;0;0;0;0;0;0
Australia;Nombre4;Apellido4;4;0;0;0;0;0;0
Australia;Nombre5;Apellido5;5;0;0;0;0;0;0
Australia;Nombre6;Apellido6;6;0;0;0;0;0;0
Australia;Nombre7;Apellido7;7;0;0;0;0;0;0
Australia;Nombre8;Apellido8;8;0;0;0;0;0;0
Australia;Nombre9;Apellido9;9;0;0;0;0;0;0
Australia;Nombre10;Apellido10;10;0;0;0;0;0;0
Australia;Nombre11;Apellido11;11;0;0;0;0;0;0
Australia;Nombre12;Apellido12;12;0;0;0;0;0;0
Australia;Nombre13;Apellido13;13;0;0;0;0;0;0
Australia;Nombre14;Apellido14;14;0;0;0;0;0;0
Australia;Nombre15;Apellido15;15;0;0;0;0;0;0
Australia;Nombre16;Apellido16;16;0;0;0;0;0;0
Australia;Nombre17;Apellido17;17;0;0;0;0;0;0
Australia;Nombre18;Apellido18;18;0;0;0;0;0;0
Australia;Nombre19;Apellido19;19;0;0;0;0;0;0
Australia;Nombre20;Apellido20;20;0;0;0;0;0;0
Australia;Nombre21;Apellido21;21;0;0;0;0;0;0
Australia;Nombre22;Apellido22;22;0;0;0;0;0;0
Australia;Nombre23;Apellido23;23;0;0;0;0;0;0
Australia;Nombre24;Apellido24;24;0;0;0;0;0;0
Australia;Nombre25;Apellido25;25;0;0;0;0;0;0
Australia;Nombre26;Apellido26;26;0;0;0;0;0;0
Turkey;Nombre1;Apellido1;1;0;0;0;0;0;0
Turkey;Nombre2;Apellido2;2;0;0;0;0;0;0
Turkey;Nombre3;Apellido3;3;0;0;0;0;0;0
Turkey;Nombre4;Apellido4;4;0;0;0;0;0;0
Turkey;Nombre5;Apellido5;5;0;0;0;0;0;0
Turkey;Nombre6;Apellido6;6;0;0;0;0;0;0
Turkey;Nombre7;Apellido7;7;0;0;0;0;0;0
Turkey;Nombre8;Apellido8;8;0;0;0;0;0;0
Turkey;Nombre9;Apellido9;9;0;0;0;0;0;0
Turkey;Nombre10;Apellido10;10;0;0;0;0;0;0
Turkey;Nombre11;Apellido11;11;0;0;0;0;0;0
Turkey;Nombre12;Apellido12;12;0;0;0;0;0;0
Turkey;Nombre13;Apellido13;13;0;0;0;0;0;0
Turkey;Nombre14;Apellido14;14;0;0;0;0;0;0
Turkey;Nombre15;Apellido15;15;0;0;0;0;0;0
Turkey;Nombre16;Apellido16;16;0;0;0;0;0;0
Turkey;Nombre17;Apellido17;17;0;0;0;0;0;0
Turkey;Nombre18;Apellido18;18;0;0;0;0;0;0
Turkey;Nombre19;Apellido19;19;0;0;0;0;0;0
Turkey;Nombre20;Apellido20;20;0;0;0;0;0;0
Turkey;Nombre21;Apellido21;21;0;0;0;0;0;0
Turkey;Nombre22;Apellido22;22;0;0;0;0;0;0
Turkey;Nombre23;Apellido23;23;0;0;0;0;0;0
Turkey;Nombre24;Apellido24;24;0;0;0;0;0;0
Turkey;Nombre25;Apellido25;25;0;0;0;0;0;0
Turkey;Nombre26;Apellido26;26;0;0;0;0;0;0
Serbia;Nombre1;Apellido1;1;0;0;0;0;0;0
Serbia;Nombre2;Apellido2;2;0;0;0;0;0;0
Serbia;Nombre3;Apellido3;3;0;0;0;0;0;0
Serbia;Nombre4;Apellido4;4;0;0;0;0;0;0
Serbia;Nombre5;Apellido5;5;0;0;0;0;0;0
Serbia;Nombre6;Apellido6;6;0;0;0;0;0;0
Serbia;Nombre7;Apellido7;7;0;0;0;0;0;0
Serbia;Nombre8;Apellido8;8;0;0;0;0;0;0
Serbia;Nombre9;Apellido9;9;0;0;0;0;0;0
Serbia;Nombre10;Apellido10;10;0;0;0;0;0;0
Serbia;Nombre11;Apellido11;11;0;0;0;0;0;0
Serbia;Nombre12;Apellido12;12;0;0;0;0;0;0
Serbia;Nombre13;Apellido13;13;0;0;0;0;0;0
Serbia;Nombre14;Apellido14;14;0;0;0;0;0;0
Serbia;Nombre15;Apellido15;15;0;0;0;0;0;0
Serbia;Nombre16;Apellido16;16;0;0;0;0;0;0
Serbia;Nombre17;Apellido17;17;0;0;0;0;0;0
Serbia;Nombre18;Apellido18;18;0;0;0;0;0;0
Serbia;Nombre19;Apellido19;19;0;0;0;0;0;0
Serbia;Nombre20;Apellido20;20;0;0;0;0;0;0
Serbia;Nombre21;Apellido21;21;0;0;0;0;0;0
Serbia;Nombre22;Apellido22;22;0;0;0;0;0;0
Serbia;Nombre23;Apellido23;23;0;0;0;0;0;0
Serbia;Nombre24;Apellido24;24;0;0;0;0;0;0
Serbia;Nombre25;Apellido25;25;0;0;0;0;0;0
Serbia;Nombre26;Apellido26;26;0;0;0;0;0;0
Sweden;Nombre1;Apellido1;1;0;0;0;0;0;0
Sweden;Nombre2;Apellido2;2;0;0;0;0;0;0
Sweden;Nombre3;Apellido3;3;0;0;0;0;0;0
Sweden;Nombre4;Apellido4;4;0;0;0;0;0;0
Sweden;Nombre5;Apellido5;5;0;0;0;0;0;0
Sweden;Nombre6;Apellido6;6;0;0;0;0;0;0
Sweden;Nombre7;Apellido7;7;0;0;0;0;0;0
Sweden;Nombre8;Apellido8;8;0;0;0;0;0;0
Sweden;Nombre9;Apellido9;9;0;0;0;0;0;0
Sweden;Nombre10;Apellido10;10;0;0;0;0;0;0
Sweden;Nombre11;Apellido11;11;0;0;0;0;0;0
Sweden;Nombre12;Apellido12;12;0;0;0;0;0;0
Sweden;Nombre13;Apellido13;13;0;0;0;0;0;0
Sweden;Nombre14;Apellido14;14;0;0;0;0;0;0
Sweden;Nombre15;Apellido15;15;0;0;0;0;0;0
Sweden;Nombre16;Apellido16;16;0;0;0;0;0;0
Sweden;Nombre17;Apellido17;17;0;0;0;0;0;0
Sweden;Nombre18;Apellido18;18;0;0;0;0;0;0
Sweden;Nombre19;Apellido19;19;0;0;0;0;0;0
Sweden;Nombre20;Apellido20;20;0;0;0;0;0;0
Sweden;Nombre21;Apellido21;21;0;0;0;0;0;0
Sweden;Nombre22;Apellido22;22;0;0;0;0;0;0
Sweden;Nombre23;Apellido23;23;0;0;0;0;0;0
Sweden;Nombre24;Apellido24;24;0;0;0;0;0;0
Sweden;Nombre25;Apellido25;25;0;0;0;0;0;0
Sweden;Nombre26;Apellido26;26;0;0;0;0;0;0
Egypt;Nombre1;Apellido1;1;0;0;0;0;0;0
Egypt;Nombre2;Apellido2;2;0;0;0;0;0;0
Egypt;Nombre3;Apellido3;3;0;0;0;0;0;0
Egypt;Nombre4;Apellido4;4;0;0;0;0;0;0
Egypt;Nombre5;Apellido5;5;0;0;0;0;0;0
Egypt;Nombre6;Apellido6;6;0;0;0;0;0;0
Egypt;Nombre7;Apellido7;7;0;0;0;0;0;0
Egypt;Nombre8;Apellido8;8;0;0;0;0;0;0
Egypt;Nombre9;Apellido9;9;0;0;0;0;0;0
Egypt;Nombre10;Apellido10;10;0;0;0;0;0;0
Egypt;Nombre11;Apellido11;11;0;0;0;0;0;0
Egypt;Nombre12;Apellido12;12;0;0;0;0;0;0
Egypt;Nombre13;Apellido13;13;0;0;0;0;0;0
Egypt;Nombre14;Apellido14;14;0;0;0;0;0;0
Egypt;Nombre15;Apellido15;15;0;0;0;0;0;0
Egypt;Nombre16;Apellido16;16;0;0;0;0;0;0
Egypt;Nombre17;Apellido17;17;0;0;0;0;0;0
Egypt;Nombre18;Apellido18;18;0;0;0;0;0;0
Egypt;Nombre19;Apellido19;19;0;0;0;0;0;0
Egypt;Nombre20;Apellido20;20;0;0;0;0;0;0
Egypt;Nombre21;Apellido21;21;0;0;0;0;0;0
Egypt;Nombre22;Apellido22;22;0;0;0;0;0;0
Egypt;Nombre23;Apellido23;23;0;0;0;0;0;0
Egypt;Nombre24;Apellido24;24;0;0;0;0;0;0
Egypt;Nombre25;Apellido25;25;0;0;0;0;0;0
Egypt;Nombre26;Apellido26;26;0;0;0;0;0;0
Canada;Nombre1;Apellido1;1;0;0;0;0;0;0
Canada;Nombre2;Apellido2;2;0;0;0;0;0;0
Canada;Nombre3;Apellido3;3;0;0;0;0;0;0
Canada;Nombre4;Apellido4;4;0;0;0;0;0;0
Canada;Nombre5;Apellido5;5;0;0;0;0;0;0
Canada;Nombre6;Apellido6;6;0;0;0;0;0;0
Canada;Nombre7;Apellido7;7;0;0;0;0;0;0
Canada;Nombre8;Apellido8;8;0;0;0;0;0;0
Canada;Nombre9;Apellido9;9;0;0;0;0;0;0
Canada;Nombre10;Apellido10;10;0;0;0;0;0;0
Canada;Nombre11;Apellido11;11;0;0;0;0;0;0
Canada;Nombre12;Apellido12;12;0;0;0;0;0;0
Canada;Nombre13;Apellido13;13;0;0;0;0;0;0
Canada;Nombre14;Apellido14;14;0;0;0;0;0;0
Canada;Nombre15;Apellido15;15;0;0;0;0;0;0
Canada;Nombre16;Apellido16;16;0;0;0;0;0;0
Canada;Nombre17;Apellido17;17;0;0;0;0;0;0
Canada;Nombre18;Apellido18;18;0;0;0;0;0;0
Canada;Nombre19;Apellido19;19;0;0;0;0;0;0
Canada;Nombre20;Apellido20;20;0;0;0;0;0;0
Canada;Nombre21;Apellido21;21;0;0;0;0;0;0
Canada;Nombre22;Apellido22;22;0;0;0;0;0;0
Canada;Nombre23;Apellido23;23;0;0;0;0;0;0
Canada;Nombre24;Apellido24;24;0;0;0;0;0;0
Canada;Nombre25;Apellido25;25;0;0;0;0;0;0
Canada;Nombre26;Apellido26;26;0;0;0;0;0;0
Paraguay;Nombre1;Apellido1;1;0;0;0;0;0;0
Paraguay;Nombre2;Apellido2;2;0;0;0;0;0;0
Paraguay;Nombre3;Apellido3;3;0;0;0;0;0;0
Paraguay;Nombre4;Apellido4;4;0;0;0;0;0;0
Paraguay;Nombre5;Apellido5;5;0;0;0;0;0;0
Paraguay;Nombre6;Apellido6;6;0;0;0;0;0;0
Paraguay;Nombre7;Apellido7;7;0;0;0;0;0;0
Paraguay;Nombre8;Apellido8;8;0;0;0;0;0;0
Paraguay;Nombre9;Apellido9;9;0;0;0;0;0;0
Paraguay;Nombre10;Apellido10;10;0;0;0;0;0;0
Paraguay;Nombre11;Apellido11;11;0;0;0;0;0;0
Paraguay;Nombre12;Apellido12;12;0;0;0;0;0;0
Paraguay;Nombre13;Apellido13;13;0;0;0;0;0;0
Paraguay;Nombre14;Apellido14;14;0;0;0;0;0;0
Paraguay;Nombre15;Apellido15;15;0;0;0;0;0;0
Paraguay;Nombre16;Apellido16;16;0;0;0;0;0;0
Paraguay;Nombre17;Apellido17;17;0;0;0;0;0;0
Paraguay;Nombre18;Apellido18;18;0;0;0;0;0;0
Paraguay;Nombre19;Apellido19;19;0;0;0;0;0;0
Paraguay;Nombre20;Apellido20;20;0;0;0;0;0;0
Paraguay;Nombre21;Apellido21;21;0;0;0;0;0;0
Paraguay;Nombre22;Apellido22;22;0;0;0;0;0;0
Paraguay;Nombre23;Apellido23;23;0;0;0;0;0;0
Paraguay;Nombre24;Apellido24;24;0;0;0;0;0;0
Paraguay;Nombre25;Apellido25;25;0;0;0;0;0;0
Paraguay;Nombre26;Apellido26;26;0;0;0;0;0;0
Panama;Nombre1;Apellido1;1;0;0;0;0;0;0
Panama;Nombre2;Apellido2;2;0;0;0;0;0;0
Panama;Nombre3;Apellido3;3;0;0;0;0;0;0
Panama;Nombre4;Apellido4;4;0;0;0;0;0;0
Panama;Nombre5;Apellido5;5;0;0;0;0;0;0
Panama;Nombre6;Apellido6;6;0;0;0;0;0;0
Panama;Nombre7;Apellido7;7;0;0;0;0;0;0
Panama;Nombre8;Apellido8;8;0;0;0;0;0;0
Panama;Nombre9;Apellido9;9;0;0;0;0;0;0
Panama;Nombre10;Apellido10;10;0;0;0;0;0;0
Panama;Nombre11;Apellido11;11;0;0;0;0;0;0
Panama;Nombre12;Apellido12;12;0;0;0;0;0;0
Panama;Nombre13;Apellido13;13;0;0;0;0;0;0
Panama;Nombre14;Apellido14;14;0;0;0;0;0;0
Panama;Nombre15;Apellido15;15;0;0;0;0;0;0
Panama;Nombre16;Apellido16;16;0;0;0;0;0;0
Panama;Nombre17;Apellido17;17;0;0;0;0;0;0
Panama;Nombre18;Apellido18;18;0;0;0;0;0;0
Panama;Nombre19;Apellido19;19;0;0;0;0;0;0
Panama;Nombre20;Apellido20;20;0;0;0;0;0;0
Panama;Nombre21;Apellido21;21;0;0;0;0;0;0
Panama;Nombre22;Apellido22;22;0;0;0;0;0;0
Panama;Nombre23;Apellido23;23;0;0;0;0;0;0
Panama;Nombre24;Apellido24;24;0;0;0;0;0;0
Panama;Nombre25;Apellido25;25;0;0;0;0;0;0
Panama;Nombre26;Apellido26;26;0;0;0;0;0;0
Nigeria;Nombre1;Apellido1;1;0;0;0;0;0;0
Nigeria;Nombre2;Apellido2;2;0;0;0;0;0;0
Nigeria;Nombre3;Apellido3;3;0;0;0;0;0;0
Nigeria;Nombre4;Apellido4;4;0;0;0;0;0;0
Nigeria;Nombre5;Apellido5;5;0;0;0;0;0;0
Nigeria;Nombre6;Apellido6;6;0;0;0;0;0;0
Nigeria;Nombre7;Apellido7;7;0;0;0;0;0;0
Nigeria;Nombre8;Apellido8;8;0;0;0;0;0;0
Nigeria;Nombre9;Apellido9;9;0;0;0;0;0;0
Nigeria;Nombre10;Apellido10;10;0;0;0;0;0;0
Nigeria;Nombre11;Apellido11;11;0;0;0;0;0;0
Nigeria;Nombre12;Apellido12;12;0;0;0;0;0;0
Nigeria;Nombre13;Apellido13;13;0;0;0;0;0;0
Nigeria;Nombre14;Apellido14;14;0;0;0;0;0;0
Nigeria;Nombre15;Apellido15;15;0;0;0;0;0;0
Nigeria;Nombre16;Apellido16;16;0;0;0;0;0;0
Nigeria;Nombre17;Apellido17;17;0;0;0;0;0;0
Nigeria;Nombre18;Apellido18;18;0;0;0;0;0;0
Nigeria;Nombre19;Apellido19;19;0;0;0;0;0;0
Nigeria;Nombre20;Apellido20;20;0;0;0;0;0;0
Nigeria;Nombre21;Apellido21;21;0;0;0;0;0;0
Nigeria;Nombre22;Apellido22;22;0;0;0;0;0;0
Nigeria;Nombre23;Apellido23;23;0;0;0;0;0;0
Nigeria;Nombre24;Apellido24;24;0;0;0;0;0;0
Nigeria;Nombre25;Apellido25;25;0;0;0;0;0;0
Nigeria;Nombre26;Apellido26;26;0;0;0;0;0;0
Costa Rica;Nombre1;Apellido1;1;0;0;0;0;0;0
Costa Rica;Nombre2;Apellido2;2;0;0;0;0;0;0
Costa Rica;Nombre3;Apellido3;3;0;0;0;0;0;0
Costa Rica;Nombre4;Apellido4;4;0;0;0;0;0;0
Costa Rica;Nombre5;Apellido5;5;0;0;0;0;0;0
Costa Rica;Nombre6;Apellido6;6;0;0;0;0;0;0
Costa Rica;Nombre7;Apellido7;7;0;0;0;0;0;0
Costa Rica;Nombre8;Apellido8;8;0;0;0;0;0;0
Costa Rica;Nombre9;Apellido9;9;0;0;0;0;0;0
Costa Rica;Nombre10;Apellido10;10;0;0;0;0;0;0
Costa Rica;Nombre11;Apellido11;11;0;0;0;0;0;0
Costa Rica;Nombre12;Apellido12;12;0;0;0;0;0;0
Costa Rica;Nombre13;Apellido13;13;0;0;0;0;0;0
Costa Rica;Nombre14;Apellido14;14;0;0;0;0;0;0
Costa Rica;Nombre15;Apellido15;15;0;0;0;0;0;0
Costa Rica;Nombre16;Apellido16;16;0;0;0;0;0;0
Costa Rica;Nombre17;Apellido17;17;0;0;0;0;0;0
Costa Rica;Nombre18;Apellido18;18;0;0;0;0;0;0
Costa Rica;Nombre19;Apellido19;19;0;0;0;0;0;0
Costa Rica;Nombre20;Apellido20;20;0;0;0;0;0;0
Costa Rica;Nombre21;Apellido21;21;0;0;0;0;0;0
Costa Rica;Nombre22;Apellido22;22;0;0;0;0;0;0
Costa Rica;Nombre23;Apellido23;23;0;0;0;0;0;0
Costa Rica;Nombre24;Apellido24;24;0;0;0;0;0;0
Costa Rica;Nombre25;Apellido25;25;0;0;0;0;0;0
Costa Rica;Nombre26;Apellido26;26;0;0;0;0;0;0
Tunisia;Nombre1;Apellido1;1;0;0;0;0;0;0
Tunisia;Nombre2;Apellido2;2;0;0;0;0;0;0
Tunisia;Nombre3;Apellido3;3;0;0;0;0;0;0
Tunisia;Nombre4;Apellido4;4;0;0;0;0;0;0
Tunisia;Nombre5;Apellido5;5;0;0;0;0;0;0
Tunisia;Nombre6;Apellido6;6;0;0;0;0;0;0
Tunisia;Nombre7;Apellido7;7;0;0;0;0;0;0
Tunisia;Nombre8;Apellido8;8;0;0;0;0;0;0
Tunisia;Nombre9;Apellido9;9;0;0;0;0;0;0
Tunisia;Nombre10;Apellido10;10;0;0;0;0;0;0
Tunisia;Nombre11;Apellido11;11;0;0;0;0;0;0
Tunisia;Nombre12;Apellido12;12;0;0;0;0;0;0
Tunisia;Nombre13;Apellido13;13;0;0;0;0;0;0
Tunisia;Nombre14;Apellido14;14;0;0;0;0;0;0
Tunisia;Nombre15;Apellido15;15;0;0;0;0;0;0
Tunisia;Nombre16;Apellido16;16;0;0;0;0;0;0
Tunisia;Nombre17;Apellido17;17;0;0;0;0;0;0
Tunisia;Nombre18;Apellido18;18;0;0;0;0;0;0
Tunisia;Nombre19;Apellido19;19;0;0;0;0;0;0
Tunisia;Nombre20;Apellido20;20;0;0;0;0;0;0
Tunisia;Nombre21;Apellido21;21;0;0;0;0;0;0
Tunisia;Nombre22;Apellido22;22;0;0;0;0;0;0
Tunisia;Nombre23;Apellido23;23;0;0;0;0;0;0
Tunisia;Nombre24;Apellido24;24;0;0;0;0;0;0
Tunisia;Nombre25;Apellido25;25;0;0;0;0;0;0
Tunisia;Nombre26;Apellido26;26;0;0;0;0;0;0
Czech Republic;Nombre1;Apellido1;1;0;0;0;0;0;0
Czech Republic;Nombre2;Apellido2;2;0;0;0;0;0;0
Czech Republic;Nombre3;Apellido3;3;0;0;0;0;0;0
Czech Republic;Nombre4;Apellido4;4;0;0;0;0;0;0
Czech Republic;Nombre5;Apellido5;5;0;0;0;0;0;0
Czech Republic;Nombre6;Apellido6;6;0;0;0;0;0;0
Czech Republic;Nombre7;Apellido7;7;0;0;0;0;0;0
Czech Republic;Nombre8;Apellido8;8;0;0;0;0;0;0
Czech Republic;Nombre9;Apellido9;9;0;0;0;0;0;0
Czech Republic;Nombre10;Apellido10;10;0;0;0;0;0;0
Czech Republic;Nombre11;Apellido11;11;0;0;0;0;0;0
Czech Republic;Nombre12;Apellido12;12;0;0;0;0;0;0
Czech Republic;Nombre13;Apellido13;13;0;0;0;0;0;0
Czech Republic;Nombre14;Apellido14;14;0;0;0;0;0;0
Czech Republic;Nombre15;Apellido15;15;0;0;0;0;0;0
Czech Republic;Nombre16;Apellido16;16;0;0;0;0;0;0
Czech Republic;Nombre17;Apellido17;17;0;0;0;0;0;0
Czech Republic;Nombre18;Apellido18;18;0;0;0;0;0;0
Czech Republic;Nombre19;Apellido19;19;0;0;0;0;0;0
Czech Republic;Nombre20;Apellido20;20;0;0;0;0;0;0
Czech Republic;Nombre21;Apellido21;21;0;0;0;0;0;0
Czech Republic;Nombre22;Apellido22;22;0;0;0;0;0;0
Czech Republic;Nombre23;Apellido23;23;0;0;0;0;0;0
Czech Republic;Nombre24;Apellido24;24;0;0;0;0;0;0
Czech Republic;Nombre25;Apellido25;25;0;0;0;0;0;0
Czech Republic;Nombre26;Apellido26;26;0;0;0;0;0;0
Qatar;Nombre1;Apellido1;1;0;0;0;0;0;0
Qatar;Nombre2;Apellido2;2;0;0;0;0;0;0
Qatar;Nombre3;Apellido3;3;0;0;0;0;0;0
Qatar;Nombre4;Apellido4;4;0;0;0;0;0;0
Qatar;Nombre5;Apellido5;5;0;0;0;0;0;0
Qatar;Nombre6;Apellido6;6;0;0;0;0;0;0
Qatar;Nombre7;Apellido7;7;0;0;0;0;0;0
Qatar;Nombre8;Apellido8;8;0;0;0;0;0;0
Qatar;Nombre9;Apellido9;9;0;0;0;0;0;0
Qatar;Nombre10;Apellido10;10;0;0;0;0;0;0
Qatar;Nombre11;Apellido11;11;0;0;0;0;0;0
Qatar;Nombre12;Apellido12;12;0;0;0;0;0;0
Qatar;Nombre13;Apellido13;13;0;0;0;0;0;0
Qatar;Nombre14;Apellido14;14;0;0;0;0;0;0
Qatar;Nombre15;Apellido15;15;0;0;0;0;0;0
Qatar;Nombre16;Apellido16;16;0;0;0;0;0;0
